age,tenure_months,monthly_charges,support_tickets,monthly_logins,late_payment,contract_type,internet_service,payment_method,paperless_billing,has_dependents,satisfaction_score,data_usage_gb,churn
31,29,43.42,2,14,0,Month-to-month,Fiber optic,Bank transfer,0,1,9,45.4,0
31,41,116.36,2,12,1,Month-to-month,DSL,Credit card,1,0,7,36.1,0
20,18,167.4,0,9,1,Two year,None,Credit card,1,1,7,84.5,1
26,14,90.04,1,12,0,One year,DSL,Electronic check,1,1,8,61.1,0
50,36,75.01,3,15,0,One year,Fiber optic,Electronic check,0,1,5,36.6,0
49,41,142.53,2,16,1,One year,None,Mailed check,1,0,6,148.6,1
39,59,138.81,1,10,0,One year,None,Electronic check,1,1,7,41.9,0
35,29,59.48,1,13,0,Month-to-month,Fiber optic,Mailed check,0,0,7,16.4,0
66,65,45.73,2,10,0,Two year,DSL,Credit card,0,0,8,94.3,0
44,44,77.25,3,11,1,Month-to-month,Fiber optic,Mailed check,1,0,1,37.5,0
64,6,144.1,1,13,1,Month-to-month,Fiber optic,Electronic check,1,1,10,28.5,1
73,54,131.21,2,14,0,Two year,DSL,Bank transfer,1,1,6,74.6,0
36,42,126.54,2,17,1,Month-to-month,DSL,Electronic check,1,1,8,64.5,0
29,29,152.71,2,11,0,Month-to-month,Fiber optic,Electronic check,1,0,1,35.6,1
73,34,64.34,2,9,0,Two year,Fiber optic,Credit card,0,0,5,34.2,0
54,22,74.35,3,8,0,Month-to-month,Fiber optic,Bank transfer,1,1,5,82.0,1
34,45,26.77,2,13,0,Month-to-month,DSL,Mailed check,1,1,3,55.8,0
54,41,159.0,1,10,0,Two year,None,Electronic check,0,1,9,82.1,1
47,33,113.19,0,15,0,Two year,None,Bank transfer,1,1,5,49.0,0
70,21,67.7,0,20,0,Two year,Fiber optic,Mailed check,1,0,9,25.5,0
32,29,31.11,3,8,0,Month-to-month,DSL,Mailed check,1,0,5,64.4,0
75,36,135.75,1,11,0,Two year,DSL,Credit card,1,0,6,69.8,1
72,34,139.8,2,13,1,One year,Fiber optic,Electronic check,0,0,6,44.8,1
28,23,126.59,1,12,0,One year,Fiber optic,Mailed check,1,0,7,49.0,0
27,42,52.6,1,17,1,Month-to-month,Fiber optic,Mailed check,1,0,7,28.5,0
48,17,166.11,4,14,0,One year,DSL,Credit card,1,0,9,19.1,1
20,37,140.51,2,19,0,Month-to-month,None,Electronic check,0,1,3,76.3,0
35,9,125.24,0,13,1,Two year,Fiber optic,Bank transfer,1,0,8,24.4,0
43,34,124.15,1,9,0,One year,None,Electronic check,0,1,9,63.5,0
74,57,164.7,4,12,0,One year,Fiber optic,Bank transfer,0,0,9,85.7,1
75,59,168.53,1,13,1,Month-to-month,Fiber optic,Electronic check,1,1,5,70.4,0
26,51,115.3,0,15,0,Month-to-month,DSL,Mailed check,1,0,5,78.9,0
69,54,86.67,0,11,0,Month-to-month,DSL,Credit card,1,0,8,100.2,0
23,5,78.2,1,19,0,One year,None,Electronic check,0,1,6,15.0,0
61,25,151.05,1,15,0,One year,Fiber optic,Electronic check,1,0,1,70.1,1
67,48,123.14,0,13,0,Month-to-month,Fiber optic,Bank transfer,1,0,8,57.1,0
69,58,32.36,1,1,1,Month-to-month,Fiber optic,Bank transfer,1,1,8,56.7,0
30,42,42.75,4,19,0,Month-to-month,DSL,Electronic check,1,0,6,70.3,0
69,62,164.03,4,23,0,Month-to-month,Fiber optic,Mailed check,1,0,6,21.0,1
24,20,161.52,1,17,0,Month-to-month,DSL,Mailed check,1,0,6,108.8,1
48,12,172.29,3,9,0,Month-to-month,Fiber optic,Credit card,0,0,5,66.2,1
45,7,88.46,1,15,0,Month-to-month,Fiber optic,Bank transfer,1,0,7,13.9,0
36,42,145.45,3,9,1,One year,Fiber optic,Mailed check,0,1,2,73.6,1
19,48,152.52,1,16,0,Month-to-month,Fiber optic,Mailed check,1,0,3,14.8,1
62,21,70.51,2,6,0,Month-to-month,None,Electronic check,1,0,9,85.9,1
37,57,43.25,0,11,0,One year,Fiber optic,Mailed check,0,0,9,84.8,0
56,54,179.52,2,13,1,Month-to-month,None,Electronic check,0,0,1,24.4,1
41,26,24.84,4,19,0,Month-to-month,Fiber optic,Bank transfer,1,1,2,16.5,0
39,18,115.57,5,7,0,Month-to-month,DSL,Electronic check,1,1,2,68.4,1
69,54,124.03,2,17,0,Month-to-month,None,Electronic check,0,1,10,15.1,0
23,49,129.09,5,14,0,One year,DSL,Electronic check,0,0,9,44.7,1
60,13,60.9,1,12,1,Month-to-month,None,Electronic check,0,0,6,117.3,1
61,19,135.45,0,12,0,Two year,DSL,Electronic check,0,0,7,47.3,1
40,35,54.62,3,10,0,Month-to-month,Fiber optic,Credit card,1,0,7,83.8,0
33,37,152.65,3,11,0,One year,Fiber optic,Electronic check,0,0,9,102.8,0
18,12,55.06,3,15,1,Two year,Fiber optic,Credit card,1,0,10,95.0,0
72,69,131.47,1,18,0,Month-to-month,Fiber optic,Credit card,1,1,10,58.2,0
72,28,145.35,1,14,0,One year,DSL,Bank transfer,0,1,4,31.1,0
31,28,50.23,2,18,1,Month-to-month,Fiber optic,Mailed check,1,0,4,103.0,0
19,5,58.08,1,22,1,Month-to-month,DSL,Electronic check,1,0,2,1.2,0
25,64,144.66,0,15,0,One year,None,Mailed check,1,1,9,7.7,1
21,17,33.76,1,15,0,Month-to-month,Fiber optic,Bank transfer,1,0,5,19.7,0
66,72,50.52,0,13,0,Two year,DSL,Mailed check,0,0,1,56.8,0
69,36,92.88,3,16,1,One year,DSL,Credit card,0,1,9,115.0,0
26,63,168.83,2,21,0,One year,None,Electronic check,0,1,10,100.7,0
61,13,109.9,3,15,0,One year,None,Electronic check,0,1,9,45.4,1
28,12,82.03,3,10,0,Two year,None,Electronic check,1,1,7,85.9,0
39,58,176.54,3,11,1,Month-to-month,DSL,Mailed check,0,1,9,50.8,1
52,60,94.19,2,13,0,One year,Fiber optic,Bank transfer,1,0,10,40.4,1
59,40,89.4,4,12,0,Month-to-month,Fiber optic,Mailed check,0,0,6,69.9,0
68,3,85.86,3,13,1,Month-to-month,Fiber optic,Bank transfer,0,0,6,46.4,1
20,68,69.95,0,11,0,Month-to-month,Fiber optic,Mailed check,0,0,4,66.9,0
29,29,72.11,4,11,0,Month-to-month,DSL,Electronic check,0,1,7,90.2,0
34,68,130.05,1,15,0,Month-to-month,Fiber optic,Credit card,1,0,10,75.6,0
35,63,26.53,0,24,1,One year,DSL,Mailed check,0,0,10,23.9,0
75,62,129.09,3,14,0,One year,Fiber optic,Mailed check,1,0,9,34.3,0
63,50,52.19,2,10,0,Two year,DSL,Mailed check,1,1,4,116.2,0
36,49,81.47,3,19,1,One year,DSL,Mailed check,1,0,8,86.3,0
74,39,43.45,3,16,1,Two year,DSL,Credit card,1,0,4,58.2,1
46,2,108.44,1,16,0,Two year,DSL,Bank transfer,0,0,1,41.6,0
47,28,136.7,3,14,0,One year,Fiber optic,Mailed check,1,0,9,84.4,1
43,53,76.74,1,16,0,Month-to-month,Fiber optic,Credit card,1,0,4,37.7,0
26,59,46.15,0,16,0,Month-to-month,None,Electronic check,1,0,10,68.2,0
72,41,56.24,2,15,0,Month-to-month,Fiber optic,Bank transfer,1,1,6,49.2,0
18,52,150.9,2,11,1,Month-to-month,Fiber optic,Credit card,1,0,7,59.0,1
28,2,62.82,2,14,0,Two year,None,Bank transfer,0,0,6,44.2,0
31,34,143.95,2,16,0,Month-to-month,Fiber optic,Electronic check,0,0,5,78.6,1
34,37,72.99,1,10,0,Two year,Fiber optic,Credit card,1,1,10,11.0,0
25,65,50.2,2,21,1,Month-to-month,None,Bank transfer,1,0,2,22.7,0
19,23,136.37,1,14,0,Two year,Fiber optic,Bank transfer,1,0,2,45.2,1
57,17,94.97,1,16,0,Month-to-month,DSL,Electronic check,0,0,7,55.7,0
74,26,25.0,3,23,0,Month-to-month,DSL,Electronic check,1,1,10,106.6,0
25,13,173.59,0,21,1,Two year,DSL,Bank transfer,1,0,9,88.8,0
35,41,43.64,1,13,0,Month-to-month,Fiber optic,Credit card,1,0,8,18.3,0
47,47,76.55,3,15,0,One year,Fiber optic,Electronic check,1,0,2,59.6,0
71,58,81.57,1,16,1,Month-to-month,DSL,Mailed check,1,0,1,54.5,0
58,70,98.31,4,15,0,Two year,Fiber optic,Credit card,0,0,3,15.0,0
62,6,145.67,1,16,0,One year,Fiber optic,Bank transfer,1,0,8,68.1,0
51,18,20.97,2,12,0,One year,Fiber optic,Bank transfer,1,0,2,60.6,0
42,22,169.2,1,15,0,Month-to-month,DSL,Bank transfer,1,1,4,89.9,1
29,18,123.36,1,9,0,One year,DSL,Credit card,1,1,4,56.3,0
68,60,172.1,2,10,0,Month-to-month,Fiber optic,Electronic check,1,1,2,31.5,1
64,11,150.78,3,18,0,One year,DSL,Bank transfer,1,0,6,56.2,1
19,3,168.45,2,17,1,One year,Fiber optic,Electronic check,1,0,3,23.6,1
59,62,116.16,1,11,0,Month-to-month,Fiber optic,Mailed check,1,1,2,45.8,0
22,70,77.17,1,11,0,One year,Fiber optic,Mailed check,0,0,5,29.1,0
60,17,90.87,2,12,0,Month-to-month,Fiber optic,Mailed check,0,0,5,104.7,0
65,24,125.29,0,23,0,Month-to-month,DSL,Mailed check,0,0,3,49.8,0
25,37,88.31,1,15,1,One year,DSL,Mailed check,1,1,1,28.9,0
43,38,137.07,4,11,0,One year,None,Mailed check,1,1,1,120.6,1
25,72,34.7,2,12,0,One year,Fiber optic,Electronic check,1,0,9,52.6,0
50,30,152.8,0,18,0,Two year,DSL,Bank transfer,1,1,9,32.7,0
71,1,52.67,0,13,0,Month-to-month,Fiber optic,Credit card,1,0,7,42.3,0
22,31,171.03,1,22,0,Two year,Fiber optic,Electronic check,1,0,3,80.6,1
41,41,44.89,1,7,0,One year,Fiber optic,Mailed check,0,0,7,69.0,0
74,38,40.67,6,14,1,Month-to-month,Fiber optic,Electronic check,1,0,10,59.1,0
35,37,149.9,1,14,0,One year,DSL,Mailed check,1,0,9,22.0,1
25,67,150.99,1,12,0,Month-to-month,Fiber optic,Bank transfer,1,0,8,115.9,0
46,59,138.2,0,12,0,Two year,DSL,Electronic check,0,0,2,87.5,0
47,19,173.68,1,20,1,Month-to-month,Fiber optic,Electronic check,1,0,5,152.4,1
56,26,63.29,0,15,0,Month-to-month,Fiber optic,Mailed check,1,0,10,50.1,0
36,49,152.26,0,11,0,One year,None,Mailed check,1,0,8,52.3,1
73,30,76.33,1,15,1,Month-to-month,Fiber optic,Credit card,1,1,1,10.2,0
48,31,105.98,0,15,1,Month-to-month,None,Mailed check,1,0,9,45.6,1
34,13,91.3,1,11,0,Month-to-month,DSL,Mailed check,1,0,5,16.5,0
73,19,20.94,0,13,0,Two year,Fiber optic,Bank transfer,1,0,2,43.1,1
71,54,111.91,0,13,0,Month-to-month,Fiber optic,Bank transfer,0,0,1,97.8,1
46,61,139.6,2,10,0,Month-to-month,DSL,Electronic check,1,0,5,68.2,1
19,57,47.93,1,12,0,Month-to-month,None,Credit card,0,0,10,102.4,0
52,23,169.06,1,7,0,Two year,Fiber optic,Credit card,1,0,7,83.8,1
50,10,104.86,3,9,0,Two year,None,Electronic check,1,0,5,45.2,0
26,12,48.52,3,10,0,Two year,DSL,Bank transfer,1,0,6,24.3,0
54,29,123.35,4,16,0,Month-to-month,Fiber optic,Electronic check,1,1,3,86.2,1
66,38,50.71,3,15,1,Month-to-month,DSL,Credit card,0,0,1,50.1,0
24,65,30.17,1,9,0,Two year,None,Bank transfer,1,0,5,94.2,0
59,65,129.65,2,18,0,Month-to-month,DSL,Bank transfer,1,1,2,61.9,0
26,1,37.71,2,15,1,Month-to-month,Fiber optic,Bank transfer,1,0,10,68.7,0
61,51,36.99,0,12,0,Two year,Fiber optic,Mailed check,1,0,3,82.6,0
42,22,138.39,1,14,0,Month-to-month,None,Credit card,1,0,3,108.8,1
18,15,28.83,0,9,0,Month-to-month,None,Bank transfer,0,0,5,49.1,0
74,40,149.56,3,16,0,Month-to-month,Fiber optic,Bank transfer,1,0,4,50.0,1
27,3,147.38,0,15,0,Month-to-month,DSL,Electronic check,1,0,7,80.3,1
52,25,42.62,0,12,0,Two year,None,Bank transfer,1,0,1,32.7,0
28,40,102.94,0,18,0,Month-to-month,Fiber optic,Bank transfer,0,0,10,77.1,0
72,20,35.46,0,9,0,Month-to-month,Fiber optic,Electronic check,0,0,3,84.2,0
60,43,121.21,1,14,1,Month-to-month,DSL,Electronic check,0,0,7,163.4,1
64,34,30.07,1,17,0,Month-to-month,Fiber optic,Credit card,0,0,9,75.1,0
43,58,171.12,0,14,0,One year,Fiber optic,Credit card,1,0,1,104.2,1
45,14,53.24,0,15,1,One year,Fiber optic,Credit card,0,1,5,44.3,1
54,5,129.26,3,12,0,One year,Fiber optic,Electronic check,0,0,6,42.2,1
63,39,40.53,2,20,0,Month-to-month,Fiber optic,Credit card,1,1,1,52.5,0
67,19,53.54,0,15,0,Month-to-month,DSL,Credit card,0,0,7,37.2,1
19,51,92.15,0,12,0,Month-to-month,DSL,Mailed check,0,0,9,76.6,0
56,7,111.7,0,10,0,Two year,None,Bank transfer,0,0,2,30.9,0
24,42,179.82,2,11,1,Two year,Fiber optic,Mailed check,0,0,9,29.8,1
34,72,24.15,2,14,0,Month-to-month,DSL,Bank transfer,0,0,5,28.1,0
66,7,20.05,0,13,0,Two year,Fiber optic,Bank transfer,0,0,10,69.2,0
32,22,76.06,1,15,1,Two year,Fiber optic,Credit card,1,0,3,29.9,0
64,61,78.59,1,17,0,One year,Fiber optic,Credit card,1,0,1,29.8,0
44,39,161.41,3,14,0,One year,Fiber optic,Electronic check,0,0,7,30.1,1
31,13,166.01,1,8,0,Two year,None,Mailed check,0,0,5,10.3,1
37,16,160.88,3,11,0,Month-to-month,DSL,Credit card,0,0,7,40.8,1
48,56,42.91,2,13,0,Month-to-month,Fiber optic,Electronic check,1,0,9,77.9,1
62,62,85.94,1,12,0,Two year,Fiber optic,Credit card,1,0,9,72.9,0
53,26,139.34,3,14,0,One year,Fiber optic,Credit card,1,0,2,74.2,0
72,35,70.02,1,19,0,One year,DSL,Bank transfer,1,0,1,83.7,0
68,57,126.12,1,17,0,Month-to-month,DSL,Mailed check,0,0,4,78.9,0
61,13,57.94,2,11,1,Month-to-month,None,Mailed check,1,0,2,44.4,0
52,15,71.75,0,14,0,Two year,None,Mailed check,1,1,10,80.1,0
34,56,157.67,1,13,1,Month-to-month,None,Mailed check,0,1,6,27.3,0
41,14,60.08,1,12,0,One year,Fiber optic,Mailed check,0,0,1,58.5,0
24,56,174.29,1,9,0,Month-to-month,DSL,Bank transfer,1,0,6,28.1,1
39,36,69.0,3,18,0,Two year,Fiber optic,Electronic check,1,0,8,37.8,0
71,72,23.76,0,15,0,Month-to-month,Fiber optic,Electronic check,0,1,8,108.2,0
42,3,60.78,0,16,0,Two year,DSL,Credit card,1,0,10,44.9,0
24,69,47.39,2,14,0,Month-to-month,DSL,Mailed check,0,0,7,37.7,0
55,17,101.09,0,14,0,Two year,DSL,Mailed check,1,0,7,89.9,0
73,3,38.03,1,15,1,Month-to-month,DSL,Mailed check,0,1,1,35.4,0
68,53,120.17,1,12,0,Two year,DSL,Electronic check,1,0,9,71.6,0
33,39,159.98,0,7,0,One year,Fiber optic,Bank transfer,0,0,8,61.9,1
44,61,78.0,1,11,1,Month-to-month,None,Mailed check,1,0,8,51.4,1
48,8,46.96,0,21,0,Month-to-month,Fiber optic,Credit card,0,0,10,33.0,0
32,6,84.0,1,13,0,One year,DSL,Credit card,1,0,9,125.0,0
33,41,145.75,0,17,0,One year,DSL,Bank transfer,1,1,5,36.7,1
31,64,114.64,2,11,0,Month-to-month,Fiber optic,Mailed check,0,0,7,111.5,0
75,30,36.18,3,11,0,Month-to-month,DSL,Credit card,1,0,9,74.4,0
61,58,105.95,1,14,0,Two year,Fiber optic,Credit card,1,0,1,89.1,0
66,66,94.89,2,12,0,One year,DSL,Electronic check,1,0,2,61.3,0
65,63,72.34,3,18,0,One year,Fiber optic,Credit card,0,0,4,127.4,0
73,37,37.63,3,18,0,Month-to-month,Fiber optic,Electronic check,1,1,7,145.9,0
24,51,176.98,5,16,0,Month-to-month,DSL,Mailed check,1,0,9,48.1,1
69,38,48.17,1,13,0,Month-to-month,None,Mailed check,1,0,4,38.0,0
21,49,50.84,1,16,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,57.9,0
45,41,43.29,2,17,0,Two year,DSL,Electronic check,1,0,2,46.8,0
52,38,111.23,0,15,1,Month-to-month,Fiber optic,Credit card,1,1,4,102.0,1
38,32,90.99,0,15,1,Month-to-month,Fiber optic,Electronic check,1,0,1,76.5,1
26,48,59.93,1,10,1,Month-to-month,None,Mailed check,1,1,6,25.7,0
29,55,88.71,1,4,0,Month-to-month,DSL,Electronic check,1,0,9,25.2,0
65,67,127.76,1,13,0,One year,None,Bank transfer,0,0,5,63.3,0
36,45,65.07,2,14,0,One year,Fiber optic,Credit card,1,0,5,101.7,0
35,8,166.44,2,13,0,One year,Fiber optic,Bank transfer,1,0,9,34.2,1
71,43,69.02,4,15,1,Month-to-month,DSL,Electronic check,1,1,1,73.1,1
26,23,51.71,1,10,0,Two year,DSL,Credit card,0,0,10,84.0,0
71,2,172.73,0,15,0,Two year,None,Mailed check,1,1,3,75.4,0
71,6,149.69,1,14,0,Two year,Fiber optic,Mailed check,1,0,2,21.9,1
52,43,74.9,1,15,0,Month-to-month,None,Credit card,1,0,6,43.3,0
27,69,154.63,1,21,0,Month-to-month,Fiber optic,Bank transfer,1,0,1,43.6,1
27,37,103.01,1,15,1,Two year,Fiber optic,Mailed check,1,0,5,84.1,0
34,33,75.48,3,19,0,One year,None,Bank transfer,1,0,8,40.9,0
51,7,154.34,2,19,1,Month-to-month,Fiber optic,Credit card,0,1,7,26.3,1
26,49,140.35,1,11,0,Two year,Fiber optic,Mailed check,1,0,1,81.1,0
44,4,67.66,0,17,0,Two year,Fiber optic,Mailed check,1,0,8,31.0,0
24,61,117.07,1,18,0,One year,DSL,Credit card,0,0,3,17.4,0
49,59,79.1,2,15,0,Month-to-month,Fiber optic,Electronic check,0,0,2,42.4,0
19,72,20.17,0,16,0,One year,DSL,Mailed check,0,0,4,18.8,0
59,21,173.89,3,18,0,One year,None,Electronic check,1,0,5,15.2,0
21,12,107.94,2,21,0,Month-to-month,None,Mailed check,1,0,3,9.2,1
29,22,115.75,3,12,0,One year,None,Mailed check,1,0,6,70.3,0
28,58,115.98,1,12,0,Month-to-month,Fiber optic,Electronic check,0,1,7,55.4,1
66,16,108.1,1,17,0,Month-to-month,Fiber optic,Bank transfer,0,1,1,160.8,0
21,64,66.41,0,10,0,Two year,DSL,Bank transfer,1,1,3,38.1,0
42,12,175.45,2,12,0,Month-to-month,Fiber optic,Electronic check,1,1,4,118.9,1
52,4,119.47,1,11,0,Month-to-month,Fiber optic,Mailed check,1,0,7,72.5,1
47,16,127.35,0,25,1,Two year,DSL,Electronic check,0,0,3,39.8,1
57,55,92.77,2,18,0,One year,DSL,Bank transfer,1,0,7,27.6,0
64,44,66.06,1,11,0,One year,Fiber optic,Electronic check,0,1,8,63.1,0
40,26,30.3,1,22,0,Month-to-month,Fiber optic,Electronic check,0,0,1,30.3,0
66,48,76.04,1,14,0,One year,Fiber optic,Bank transfer,1,1,7,62.4,0
36,47,48.18,2,12,0,Month-to-month,Fiber optic,Electronic check,0,0,4,29.7,0
75,40,125.93,4,12,0,Month-to-month,None,Mailed check,1,0,3,24.4,0
47,38,160.64,3,13,1,Month-to-month,DSL,Electronic check,0,0,1,14.5,1
60,8,68.44,0,14,1,Month-to-month,None,Bank transfer,1,1,5,59.8,0
68,19,73.26,2,17,0,One year,Fiber optic,Credit card,1,0,8,52.2,1
63,38,127.26,1,14,0,Month-to-month,Fiber optic,Bank transfer,1,0,2,23.8,1
67,10,43.88,0,19,0,Two year,DSL,Bank transfer,1,0,1,49.1,0
49,35,168.71,0,12,0,Two year,Fiber optic,Bank transfer,0,0,2,19.1,1
20,9,78.22,0,16,0,Month-to-month,Fiber optic,Bank transfer,0,0,9,54.7,0
46,57,36.19,5,28,0,Two year,Fiber optic,Mailed check,0,0,3,50.0,0
28,8,47.95,3,26,0,One year,DSL,Bank transfer,1,0,9,78.9,0
69,7,169.24,1,12,0,Month-to-month,DSL,Mailed check,1,1,2,18.3,1
31,46,59.54,0,13,0,Month-to-month,None,Credit card,1,0,6,8.9,0
31,16,125.96,2,7,0,One year,Fiber optic,Bank transfer,1,0,5,113.2,1
32,26,44.99,0,14,0,Month-to-month,DSL,Bank transfer,1,0,10,66.6,0
55,23,51.06,1,11,0,One year,None,Credit card,1,0,3,34.2,0
51,16,160.68,0,16,0,Month-to-month,DSL,Mailed check,1,0,4,108.1,1
73,55,43.69,3,15,0,Month-to-month,Fiber optic,Credit card,0,0,5,158.6,0
42,50,23.0,1,15,0,One year,DSL,Mailed check,1,0,4,69.1,0
34,18,100.2,2,7,0,Month-to-month,DSL,Electronic check,0,0,2,49.1,1
20,50,158.04,1,16,0,One year,DSL,Bank transfer,1,0,2,22.2,0
18,52,72.16,0,14,0,One year,None,Mailed check,1,1,6,41.4,0
39,39,40.51,1,14,0,Month-to-month,Fiber optic,Credit card,1,1,8,22.1,0
71,42,177.16,1,12,0,Two year,DSL,Credit card,0,0,2,68.3,1
48,68,128.28,4,12,0,Month-to-month,Fiber optic,Mailed check,0,0,5,186.1,1
69,33,156.11,0,10,0,One year,Fiber optic,Bank transfer,1,0,8,72.8,0
23,28,140.34,1,11,0,Month-to-month,Fiber optic,Mailed check,1,0,10,108.2,1
23,39,131.72,0,16,0,Month-to-month,Fiber optic,Mailed check,0,1,2,48.1,0
66,61,81.53,0,12,0,Two year,Fiber optic,Mailed check,1,1,9,67.1,0
24,52,71.89,1,19,0,Two year,DSL,Mailed check,0,1,4,44.0,0
21,6,134.71,1,12,1,Month-to-month,Fiber optic,Bank transfer,1,0,6,17.6,1
41,34,134.67,1,14,0,Month-to-month,Fiber optic,Mailed check,0,0,1,11.2,1
71,54,172.09,3,17,0,One year,None,Credit card,1,1,5,176.4,1
57,17,110.99,3,10,0,Month-to-month,Fiber optic,Bank transfer,1,0,3,36.6,0
23,72,67.14,0,16,1,Two year,Fiber optic,Credit card,0,0,3,48.7,0
66,59,98.32,0,12,0,Month-to-month,Fiber optic,Credit card,1,1,9,11.7,1
66,61,118.19,0,18,0,Month-to-month,None,Credit card,1,0,2,44.3,0
64,6,88.28,0,8,0,Month-to-month,Fiber optic,Mailed check,1,0,3,81.5,1
70,42,146.58,0,13,0,Month-to-month,Fiber optic,Credit card,1,0,3,77.3,1
31,39,113.54,5,10,1,Two year,Fiber optic,Electronic check,1,1,8,55.1,0
74,46,21.51,1,11,0,One year,DSL,Credit card,1,0,6,84.5,0
36,62,111.17,3,18,1,Month-to-month,Fiber optic,Credit card,1,0,5,37.3,1
64,26,121.38,1,10,1,Month-to-month,Fiber optic,Mailed check,1,0,2,110.4,1
51,39,166.44,0,11,0,Month-to-month,DSL,Mailed check,1,0,4,218.8,0
63,49,86.2,0,19,1,One year,Fiber optic,Credit card,1,0,9,100.3,0
54,55,111.91,0,19,0,One year,DSL,Mailed check,1,0,5,49.2,0
55,56,96.0,2,18,0,Month-to-month,DSL,Credit card,0,0,10,31.9,0
53,25,105.07,2,11,0,One year,Fiber optic,Electronic check,0,0,1,22.8,1
63,72,30.77,2,18,0,One year,DSL,Bank transfer,1,1,3,53.4,0
60,1,163.57,2,13,0,Two year,Fiber optic,Bank transfer,1,0,2,22.9,0
25,36,165.67,1,12,0,One year,Fiber optic,Credit card,0,0,7,62.6,1
65,44,107.69,2,11,0,Month-to-month,DSL,Electronic check,0,0,2,50.3,1
49,5,109.05,2,12,0,Month-to-month,DSL,Electronic check,0,0,5,31.6,1
36,33,29.21,1,12,0,Two year,DSL,Credit card,1,0,1,57.3,0
47,43,115.67,2,17,0,Month-to-month,Fiber optic,Bank transfer,0,1,6,61.0,0
74,44,88.66,2,15,0,Month-to-month,Fiber optic,Mailed check,0,1,2,72.4,0
67,9,133.45,1,11,0,Month-to-month,Fiber optic,Credit card,1,1,8,52.1,1
66,20,27.54,2,7,0,One year,DSL,Bank transfer,0,0,5,69.1,0
44,18,133.74,3,15,1,One year,Fiber optic,Electronic check,1,0,7,105.1,0
63,47,65.9,0,22,1,One year,None,Electronic check,1,1,2,24.4,0
40,24,124.27,0,10,0,Month-to-month,None,Bank transfer,1,1,7,23.4,0
57,42,120.34,1,13,0,One year,Fiber optic,Credit card,1,0,1,82.6,1
55,53,56.29,1,15,0,Two year,DSL,Electronic check,0,0,2,36.6,0
32,58,90.47,0,10,0,Month-to-month,DSL,Electronic check,0,0,9,107.0,0
33,14,153.7,3,10,0,Month-to-month,Fiber optic,Credit card,0,0,3,92.4,1
21,66,116.89,2,7,1,Two year,Fiber optic,Credit card,1,0,8,108.8,1
26,12,31.0,2,22,0,Month-to-month,Fiber optic,Bank transfer,0,0,9,17.0,0
43,2,90.87,1,21,0,Month-to-month,DSL,Mailed check,0,0,2,50.5,0
45,4,69.88,0,17,0,Month-to-month,None,Mailed check,1,1,10,69.5,0
27,15,122.66,2,12,1,One year,Fiber optic,Bank transfer,0,0,9,26.9,1
42,63,118.33,2,13,0,One year,None,Electronic check,1,1,6,49.0,0
53,15,21.66,4,20,0,One year,None,Electronic check,0,1,4,64.4,0
31,50,117.23,1,14,0,Month-to-month,Fiber optic,Credit card,0,1,3,33.2,0
37,31,137.58,0,14,1,Month-to-month,Fiber optic,Bank transfer,0,0,3,26.6,1
39,3,143.0,1,11,0,Month-to-month,None,Bank transfer,1,0,6,42.5,1
47,32,29.44,2,15,0,Month-to-month,DSL,Electronic check,0,0,2,112.0,0
39,3,68.59,4,11,0,One year,DSL,Bank transfer,1,0,5,72.0,1
60,35,87.4,0,15,1,One year,DSL,Credit card,0,0,6,59.7,0
36,41,48.76,1,13,0,Two year,Fiber optic,Bank transfer,0,0,7,89.2,0
43,38,87.32,2,16,0,Month-to-month,Fiber optic,Mailed check,0,0,1,51.7,1
40,21,31.38,2,12,0,Month-to-month,DSL,Bank transfer,0,0,4,38.9,1
28,56,38.11,3,8,0,One year,Fiber optic,Bank transfer,0,0,2,27.9,0
57,43,126.99,0,14,0,One year,Fiber optic,Mailed check,1,1,9,46.2,1
31,19,62.01,0,12,0,Month-to-month,Fiber optic,Electronic check,0,1,9,79.4,0
35,32,133.82,1,16,0,Two year,DSL,Credit card,1,0,10,7.8,0
63,8,27.7,3,18,0,One year,Fiber optic,Credit card,0,1,10,39.2,0
73,67,110.03,1,11,0,Month-to-month,None,Mailed check,0,0,10,48.2,0
56,55,82.63,1,13,0,One year,Fiber optic,Mailed check,0,0,4,38.7,0
71,21,147.52,1,14,0,One year,Fiber optic,Credit card,1,0,10,12.7,1
67,49,145.43,2,15,0,Month-to-month,DSL,Electronic check,1,0,1,91.0,1
45,49,80.09,0,14,1,Month-to-month,Fiber optic,Mailed check,1,0,2,69.6,0
62,44,119.63,2,14,0,Month-to-month,None,Credit card,0,1,3,40.3,0
37,4,56.41,0,14,0,Month-to-month,DSL,Bank transfer,1,0,3,86.9,0
44,64,112.87,0,12,0,One year,None,Electronic check,1,0,8,19.6,1
49,69,33.0,1,10,0,Month-to-month,DSL,Bank transfer,1,0,8,71.0,0
73,71,89.54,2,16,0,Month-to-month,None,Bank transfer,1,0,2,30.2,0
67,71,49.24,1,13,1,One year,Fiber optic,Credit card,1,0,5,74.3,1
46,67,161.34,1,13,0,Month-to-month,Fiber optic,Mailed check,1,0,1,61.6,1
55,54,91.18,2,24,0,Two year,None,Bank transfer,0,0,10,62.7,0
29,5,114.52,2,9,0,One year,Fiber optic,Bank transfer,1,0,8,64.1,1
